SparseOrder,Method,Ear,FrequencyHz,MeanERBError_dB,SD_ERBError_dB
1,Conventional,Left,1015.66651804335,0.520055638409974,0.0495303611336795
1,Conventional,Left,1156.00301387982,0.628139107445711,0.0605837001275019
1,Conventional,Left,1312.16461315198,0.737804448712279,0.0713683335131694
1,Conventional,Left,1485.93584024358,0.831222835147206,0.0856608527762137
1,Conventional,Left,1679.30245217416,0.926154164895664,0.105722818346438
1,Conventional,Left,1894.47413068111,1.06451623139248,0.11703523864392
1,Conventional,Left,2133.90973318379,1.2170424522603,0.117247537387449
1,Conventional,Left,2400.34539118311,1.32182395530284,0.133609748040359
1,Conventional,Left,2696.82577718896,1.39013177014122,0.168135997588704
1,Conventional,Left,3026.73889747556,1.52645586988702,0.212965073967542
1,Conventional,Left,3393.85480825658,1.79815734864146,0.278466714968624
1,Conventional,Left,3802.36869770572,2.14497807644637,0.346280072664028
1,Conventional,Left,4256.94882613932,2.50219575352954,0.416358454312446
1,Conventional,Left,4762.78987219375,2.87149721270057,0.498418649632992
1,Conventional,Left,5325.67229460656,3.04071226843688,0.523498796073317
1,Conventional,Left,5952.02838795379,2.95062961296779,0.465857296571457
1,Conventional,Left,6649.01578718983,2.88518763585148,0.448722040369205
1,Conventional,Left,7424.59926095756,3.00290362907804,0.591049333974048
1,Conventional,Left,8287.64172835503,3.38743718823115,0.758464629532603
1,Conventional,Left,9248.00553924585,3.46247618593922,0.783095128566453
1,Conventional,Left,10316.6651754859,3.12010878316241,0.713912571336838
1,Conventional,Left,11505.8326609511,2.99071747944738,0.540851631243156
1,Conventional,Left,12829.0971134787,3.12504321793631,0.558590072809097
1,Conventional,Left,14301.580033442,3.34201098521417,0.644943171379967
