SparseOrder,Method,Ear,Region,SubjectCount,MeanERBError_dB,SD_ERBError_dB,MedianERBError_dB,MinERBError_dB,MaxERBError_dB
9,MCA,Left,Contralateral25deg,96,1.48577300002005,0.131468330729794,1.48039544137061,1.22344831616886,1.79813150814263
9,MCA,Right,FullSphere,96,0.309475598242139,0.0166383160024096,0.306172554437233,0.271199634547432,0.346012422516629
9,MCA,Right,Frontal25deg,96,0.145068651635111,0.0157999586557085,0.144124342900854,0.114634716628706,0.202252806316232
9,MCA,Right,Contralateral25deg,96,1.47712122795512,0.110925089526943,1.45507436813018,1.23163641834036,1.74765899189115
10,SH,Left,FullSphere,96,1.10987119357502,0.0535289303756288,1.10915326508516,0.98328320430893,1.25819939404345
10,SH,Left,Frontal25deg,96,0.735800320070554,0.0990602866061238,0.72747448173284,0.414095435369771,0.982715515011154
10,SH,Left,Contralateral25deg,96,2.5287392762,0.194131714553089,2.51632784149543,2.06732302319728,2.99730076263168
10,SH,Right,FullSphere,96,1.14107905510319,0.0600187269912059,1.14206723411512,0.988728760276237,1.26303995110121
10,SH,Right,Frontal25deg,96,0.737877682609556,0.0903882607976885,0.723111480647568,0.54396439405036,1.00144023753297
10,SH,Right,Contralateral25deg,96,2.53004714001334,0.199529983162408,2.52016467513665,2.00148437818468,2.94509325892727
10,Conventional,Left,FullSphere,96,0.320801553632359,0.0186799867861885,0.319130986774427,0.270807668311888,0.362650091141858
10,Conventional,Left,Frontal25deg,96,0.133827435577622,0.0146908624230864,0.132536793669612,0.103889446278165,0.191539042259323
10,Conventional,Left,Contralateral25deg,96,1.57134915917065,0.0758968372049655,1.55677668713579,1.40279745768901,1.79684918117659
10,Conventional,Right,FullSphere,96,0.31061197005282,0.0177597138299491,0.30926406067634,0.261973818137564,0.37004221640854
10,Conventional,Right,Frontal25deg,96,0.125964241576489,0.0139935300232574,0.125416843930236,0.0980150344469441,0.166096450707303
10,Conventional,Right,Contralateral25deg,96,1.56971727816918,0.0755453205657411,1.56278065042095,1.40086485834144,1.77159872632552
10,MCA,Left,FullSphere,96,0.290272296238028,0.0165653346731115,0.29239369361171,0.244264019858348,0.325521040043978
10,MCA,Left,Frontal25deg,96,0.13278184442233,0.0139940062365242,0.130972164960015,0.111565805823293,0.17088310069482
10,MCA,Left,Contralateral25deg,96,1.30025574397291,0.0698907187694113,1.2971656168764,1.14854371402683,1.47902011391838
10,MCA,Right,FullSphere,96,0.284333743003424,0.0151367300784167,0.285586567754869,0.245967813011466,0.320610215259277
10,MCA,Right,Frontal25deg,96,0.132167642932433,0.0138432676689133,0.130940130746026,0.105654194787999,0.181667226146201
10,MCA,Right,Contralateral25deg,96,1.28041789027582,0.0601398103931469,1.27809619215204,1.18102110738877,1.42191075689797
