Method,MethodLabel,DirectionCount,Metric,SubjectCount,Mean_dB,SD_dB,Bootstrap95Lower_dB,Bootstrap95Upper_dB
FSPAE,FSP-AE,26,FullSphereERB,4,1.2054605118839,0.0979658086712671,1.12493733879521,1.28598368497259
FSPAE,FSP-AE,50,FullSphereERB,4,2.02304768400269,0.0868138148922298,1.95507597368592,2.09293083869982
FSPAE,FSP-AE,14,Contralateral25ERB,4,2.55086976013186,0.15293072029965,2.42564886972287,2.69996733959271
FSPAE,FSP-AE,26,Contralateral25ERB,4,1.84960483826701,0.123738824203807,1.75222226059925,1.94698741593477
FSPAE,FSP-AE,50,Contralateral25ERB,4,2.06579648744578,0.122931186099337,1.96682474800302,2.16031158103458
FSPAE,FSP-AE,14,ContralateralHighFrequency,4,4.02384377965921,0.38319920574353,3.80874039436815,4.40693917629243
FSPAE,FSP-AE,26,ContralateralHighFrequency,4,3.08799213479169,0.31887312185028,2.87975477631242,3.39727875254626
FSPAE,FSP-AE,50,ContralateralHighFrequency,4,3.54966582979463,0.371981266765203,3.32362041416259,3.92129402838931
FSPAE,FSP-AE,14,HorizontalILDMAE,4,1.35260355922316,0.255108486821246,1.17624321033404,1.61059286166593
FSPAE,FSP-AE,26,HorizontalILDMAE,4,0.594320642822342,0.163630579981914,0.489710898187379,0.750234767418478
FSPAE,FSP-AE,50,HorizontalILDMAE,4,1.2072502553735,0.250144160896501,1.00752815984289,1.40697235090411
RANF,RANF,14,FullSphereERB,4,1.07182007166527,0.0840367435205532,0.999085276764241,1.1445548665663
RANF,RANF,26,FullSphereERB,4,1.08850798921071,0.0521928485490876,1.04594054467875,1.13107543374267
RANF,RANF,50,FullSphereERB,4,1.02947489799163,0.0967147210592954,0.967348480042287,1.12101788213199
RANF,RANF,14,Contralateral25ERB,4,1.5347330613843,0.191970641682692,1.37737483942106,1.69209128334754
RANF,RANF,26,Contralateral25ERB,4,1.524991233564,0.125529608206087,1.41868080278427,1.64436274090072
