source_index_zero_based,azimuth_deg,elevation_deg,colatitude_deg,solid_angle_weight,is_q26_sparse_input,is_interpolation_evaluation
758,190.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
759,190.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
760,10.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
761,10.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
762,10.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
763,10.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
764,10.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
765,10.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
766,10.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
767,10.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
768,10.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
769,10.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
770,10.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
771,185.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
772,185.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
773,185.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
774,185.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
775,185.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
776,185.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
777,185.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
778,185.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
779,185.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
780,185.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
781,185.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
782,5.0000000000,75.0000000000,15.0000000000,0.0005497062958537227,0,1
783,5.0000000000,60.0000000000,30.0000000000,0.00106195101607762,0,1
784,5.0000000000,45.0000000000,45.0000000000,0.001501825529512859,0,1
785,5.0000000000,30.0000000000,60.0000000000,0.001514446428368378,0,1
786,5.0000000000,20.0000000000,70.0000000000,0.001332657772229949,0,1
787,5.0000000000,10.0000000000,80.0000000000,0.001396639366079517,0,1
788,5.0000000000,0.0000000000,90.0000000000,0.001418184779524379,0,1
789,5.0000000000,-10.0000000000,100.0000000000,0.001396639366079517,0,1
790,5.0000000000,-20.0000000000,110.0000000000,0.001332657772229949,0,1
791,5.0000000000,-30.0000000000,120.0000000000,0.001514446428368378,0,1
792,5.0000000000,-45.0000000000,135.0000000000,0.0008001301876307305,0,1
