FigureNumber,FigureStem,EvidenceTier,Split,Endpoint,Title,DisplayUnit,Direction,MethodOrder,Method,MethodLabel,SubjectCount,Mean,SampleStd,Bootstrap95Lower,Bootstrap95Upper,BootstrapReplicates,BootstrapSeed
23,23_deferred_validation_itdweightedmae_us,Deferred validation,val,ITDWeightedMAE_us,ITD solid-angle-weighted MAE,us,Lower is better,8,RANF,RANF,44,17.589352647421784,2.5270498964436192,16.87988954388468,18.347445279462217,10000,20565908
23,23_deferred_validation_itdweightedmae_us,Deferred validation,val,ITDWeightedMAE_us,ITD solid-angle-weighted MAE,us,Lower is better,9,HYBRID,Hybrid E190,44,15.522397562166388,2.3298415416068328,14.849821115484204,16.204333815815808,10000,20565909
23,23_deferred_validation_itdweightedmae_us,Deferred validation,val,ITDWeightedMAE_us,ITD solid-angle-weighted MAE,us,Lower is better,10,BOUNDED,Bounded E25,44,15.520837234236467,2.29860723801188,14.858651583393202,16.185170282318346,10000,20565910
24,24_deferred_validation_itdmaximumabsoluteerror_us,Deferred validation,val,ITDMaximumAbsoluteError_us,ITD maximum absolute error,us,Lower is better,1,SHOnly,SH only,44,266.63115103143684,65.383883583270972,247.21679181425316,286.16239867253836,10000,20566901
24,24_deferred_validation_itdmaximumabsoluteerror_us,Deferred validation,val,ITDMaximumAbsoluteError_us,ITD maximum absolute error,us,Lower is better,2,SUpDEqSH,SUpDEq SH,44,141.74952692966062,32.265071444741267,132.75331521898889,151.81108028627932,10000,20566902
24,24_deferred_validation_itdmaximumabsoluteerror_us,Deferred validation,val,ITDMaximumAbsoluteError_us,ITD maximum absolute error,us,Lower is better,3,SUpDEqNN,SUpDEq NN,44,137.9616475209001,35.424903272408137,128.0184634114531,148.49816986745941,10000,20566903
24,24_deferred_validation_itdmaximumabsoluteerror_us,Deferred validation,val,ITDMaximumAbsoluteError_us,ITD maximum absolute error,us,Lower is better,4,SUpDEqBary,SUpDEq Barycentric,44,139.20454512117431,38.01882130468892,128.78788068271456,151.27840744588121,10000,20566904
24,24_deferred_validation_itdmaximumabsoluteerror_us,Deferred validation,val,ITDMaximumAbsoluteError_us,ITD maximum absolute error,us,Lower is better,5,MCA,MCA,44,138.55350500142032,37.581245173709291,127.95928470785094,149.85944126237879,10000,20566905
24,24_deferred_validation_itdmaximumabsoluteerror_us,Deferred validation,val,ITDMaximumAbsoluteError_us,ITD maximum absolute error,us,Lower is better,6,MCARv351,MCAR v3.5.1,44,129.97159038522196,37.912323742543535,119.37736612294843,141.57196983433096,10000,20566906
24,24_deferred_validation_itdmaximumabsoluteerror_us,Deferred validation,val,ITDMaximumAbsoluteError_us,ITD maximum absolute error,us,Lower is better,7,FSPAE,FSP-AE,44,104.40341278891455,60.251089338371109,88.068183483549305,123.04687566804454,10000,20566907
24,24_deferred_validation_itdmaximumabsoluteerror_us,Deferred validation,val,ITDMaximumAbsoluteError_us,ITD maximum absolute error,us,Lower is better,8,RANF,RANF,44,155.59896300229329,57.085170807659345,139.20455173568124,172.76278767068024,10000,20566908
24,24_deferred_validation_itdmaximumabsoluteerror_us,Deferred validation,val,ITDMaximumAbsoluteError_us,ITD maximum absolute error,us,Lower is better,9,HYBRID,Hybrid E190,44,130.20833483262157,39.338093717389206,119.13914626017106,142.28219328784192,10000,20566909
24,24_deferred_validation_itdmaximumabsoluteerror_us,Deferred validation,val,ITDMaximumAbsoluteError_us,ITD maximum absolute error,us,Lower is better,10,BOUNDED,Bounded E25,44,130.20833350972018,38.776811145387938,119.55492464039708,141.92708410767162,10000,20566910
